FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
1392,1393,4AXN,449542.97,4434021.6,,,CODOM site 4 plot AXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1393,1394,4AXX,449554.19,4434040.8,,,CODOM site 4 plot AXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1394,1395,4CAC,449544.42,4434027.73,,,CODOM site 4 plot CAC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1395,1396,4CAN,449556.27,4434040.96,,,CODOM site 4 plot CAN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1396,1397,4CAX,449554.48,4434043.08,,,CODOM site 4 plot CAX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1397,1398,4CBX,449549.92,4434041.44,,,CODOM site 4 plot CBX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1398,1399,4CDC,449552.41,4434040.39,,,CODOM site 4 plot CDC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1399,1400,4CDN,449552.5,4434036.71,,,CODOM site 4 plot CDN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1400,1401,4CDX,449539.57,4434025.48,,,CODOM site 4 plot CDX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1401,1402,4CXC,449544.55,4434025.21,,,CODOM site 4 plot CXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1402,1403,4CXN,449547.19,4434032.67,,,CODOM site 4 plot CXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1403,1404,4CXX,449543.04,4434026.44,,,CODOM site 4 plot CXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1404,1405,4DRC,449542.76,4434035.01,,,CODOM site 4 plot DRC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1405,1406,4DRN,449551.6,4434027.07,,,CODOM site 4 plot DRN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1406,1407,4DRX,449543.51,4434043.29,,,CODOM site 4 plot DRX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1407,1408,4DXC,449542.24,4434033.64,,,CODOM site 4 plot DXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1408,1409,4DXN,449553.74,4434023.57,,,CODOM site 4 plot DXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1409,1410,4DXX,449543.05,4434044.89,,,CODOM site 4 plot DXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1410,1411,5ARC,449644.09,4433783.41,,,CODOM site 5 plot ARC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1411,1412,5ARN,449646.3,4433784,,,CODOM site 5 plot ARN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1412,1413,5ARX,449633.5,4433799.34,,,CODOM site 5 plot ARX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1413,1414,5AXC,449643.56,4433783.61,,,CODOM site 5 plot AXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1414,1415,5AXN,449647.27,4433782.94,,,CODOM site 5 plot AXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1415,1416,5AXX,449632.95,4433799.4,,,CODOM site 5 plot AXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1416,1417,5CAC,449631.57,4433784.3,,,CODOM site 5 plot CAC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1417,1418,5CAN,449632.32,4433782.28,,,CODOM site 5 plot CAN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1418,1419,5CAX,449628.61,4433790.46,,,CODOM site 5 plot CAX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1419,1420,5CBX,449628.6,4433799.6,,,CODOM site 5 plot CBX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1420,1421,5CDC,449627.48,4433784.01,,,CODOM site 5 plot CDC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1421,1422,5CDN,449629.75,4433781.84,,,CODOM site 5 plot CDN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1422,1423,5CDX,449632.21,4433791.55,,,CODOM site 5 plot CDX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1423,1424,5CXC,449634.3,4433784.04,,,CODOM site 5 plot CXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1424,1425,5CXN,449626.95,4433781.82,,,CODOM site 5 plot CXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1425,1426,5CXX,449631.45,4433794.5,,,CODOM site 5 plot CXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1426,1427,5DRC,449626.24,4433793.88,,,CODOM site 5 plot DRC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1427,1428,5DRN,449616.48,4433794.93,,,CODOM site 5 plot DRN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1428,1429,5DRX,449624.67,4433797.71,,,CODOM site 5 plot DRX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1429,1430,5DXC,449626.79,4433794.63,,,CODOM site 5 plot DXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1430,1431,5DXN,449614.86,4433796.01,,,CODOM site 5 plot DXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1431,1432,5DXX,449630.26,4433796.36,,,CODOM site 5 plot DXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1432,1433,6ARC,450936.82,4434161.93,,,CODOM site 6 plot ARC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1433,1434,6ARN,450940.95,4434162.83,,,CODOM site 6 plot ARN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1434,1435,6ARX,450925.14,4434155.55,,,CODOM site 6 plot ARX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1435,1436,6AXC,450937.74,4434161.9,,,CODOM site 6 plot AXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1436,1437,6AXN,450941.7,4434162.67,,,CODOM site 6 plot AXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1437,1438,6AXX,450925.61,4434155.04,,,CODOM site 6 plot AXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1438,1439,6CAC,450926.3,4434190.33,,,CODOM site 6 plot CAC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1439,1440,6CAN,450929.28,4434202.05,,,CODOM site 6 plot CAN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1440,1441,6CAX,450936.71,4434178.8,,,CODOM site 6 plot CAX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1441,1442,6CBX,450934.31,4434171.1,,,CODOM site 6 plot CBX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1442,1443,6CDC,450919.9,4434200.78,,,CODOM site 6 plot CDC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1443,1444,6CDN,450946.73,4434190.74,,,CODOM site 6 plot CDN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1444,1445,6CDX,450916.16,4434192.84,,,CODOM site 6 plot CDX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1445,1446,6CXC,450943.5,4434184.43,,,CODOM site 6 plot CXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1446,1447,6CXN,450922.65,4434200.87,,,CODOM site 6 plot CXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1447,1448,6CXX,450930.87,4434173.05,,,CODOM site 6 plot CXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1448,1449,6DRC,450938.23,4434143.69,,,CODOM site 6 plot DRC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1449,1450,6DRN,450947.48,4434142.56,,,CODOM site 6 plot DRN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1450,1451,6DRX,450935.63,4434145.07,,,CODOM site 6 plot DRX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1451,1452,6DXC,450937.55,4434144.27,,,CODOM site 6 plot DXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1452,1453,6DXN,450943.49,4434141.92,,,CODOM site 6 plot DXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1453,1454,6DXX,450936.47,4434145.05,,,CODOM site 6 plot DXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1454,1455,7ARC,451349.93,4433491.27,,,CODOM site 7 plot ARC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1455,1456,7ARN,451353.62,4433500.98,,,CODOM site 7 plot ARN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1456,1457,7ARX,451355.46,4433498.13,,,CODOM site 7 plot ARX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1457,1458,7AXC,451349.41,4433490.99,,,CODOM site 7 plot AXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1458,1459,7AXN,451353.26,4433499.96,,,CODOM site 7 plot AXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1459,1460,7AXX,451356.23,4433498.74,,,CODOM site 7 plot AXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1460,1461,7CAC,451348.09,4433488.71,,,CODOM site 7 plot CAC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1461,1462,7CAN,451348.51,4433474.39,,,CODOM site 7 plot CAN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1462,1463,7CAX,451358.61,4433488.76,,,CODOM site 7 plot CAX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1463,1464,7CBX,451352.83,4433486.85,,,CODOM site 7 plot CBX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1464,1465,7CDC,451356.54,4433484.48,,,CODOM site 7 plot CDC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1465,1466,7CDN,451347.07,4433479.58,,,CODOM site 7 plot CDN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1466,1467,7CDX,451349.09,4433492.24,,,CODOM site 7 plot CDX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1467,1468,7CXC,451350.73,4433488.61,,,CODOM site 7 plot CXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1468,1469,7CXN,451349.84,4433486.05,,,CODOM site 7 plot CXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1469,1470,7CXX,451354.11,4433495.56,,,CODOM site 7 plot CXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1470,1471,7DRC,451352.82,4433485.31,,,CODOM site 7 plot DRC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1471,1472,7DRN,451345.42,4433485.17,,,CODOM site 7 plot DRN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1472,1473,7DRX,451356.64,4433490.63,,,CODOM site 7 plot DRX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1473,1474,7DXC,451355.84,4433486.32,,,CODOM site 7 plot DXC,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1474,1475,7DXN,451352.03,4433480.51,,,CODOM site 7 plot DXN,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1475,1476,7DXX,451356.38,4433489.84,,,CODOM site 7 plot DXX,Katie Suding,manipulative plot,NaN,,"Experimental manipulation of nitrogen, carbon and removal of dominant plant species",,,,,,,,
1476,1477,150.0_brigham,449931.36,4434276.33,,,Shrub gradient plot 150,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1477,1478,151.0_brigham,449931.36,4434276.33,,,Shrub gradient plot 151,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1478,1479,114.0_brigham,449951.01,4434293.13,,,Shrub gradient plot 114,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1479,1480,109.0_brigham,449951.01,4434293.13,,,Shrub gradient plot 109,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1480,1481,106.0_brigham,449970.95,4434407.66,,,Shrub gradient plot 106,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1481,1482,105.0_brigham,449970.95,4434407.66,,,Shrub gradient plot 105,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1482,1483,110.0_brigham,449993.22,4434315.93,,,Shrub gradient plot 110,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1483,1484,111.0_brigham,449993.22,4434315.93,,,Shrub gradient plot 111,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1484,1485,267.0_brigham,449979.24,4434346.03,,,Shrub gradient plot 267,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1485,1486,104.0_brigham,449979.24,4434346.03,,,Shrub gradient plot 104,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1486,1487,180.0_brigham,449938.25,4434377.04,,,Shrub gradient plot 180,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1487,1488,181.0_brigham,449938.25,4434377.04,,,Shrub gradient plot 181,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1488,1489,186.0_brigham,449872.67,4434321.37,,,Shrub gradient plot 186,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1489,1490,188.0_brigham,449872.67,4434321.37,,,Shrub gradient plot 188,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1490,1491,189.0_brigham,449862.35,4434314.06,,,Shrub gradient plot 189,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1491,1492,191.0_brigham,449862.35,4434314.06,,,Shrub gradient plot 191,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1492,1493,168.0_brigham,449947.83,4434463.46,,,Shrub gradient plot 168,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1493,1494,169.0_brigham,449947.83,4434463.46,,,Shrub gradient plot 169,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1494,1495,59.0_brigham,449807.67,4434390.52,,,Shrub gradient plot 59,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1495,1496,60.0_brigham,449807.67,4434390.52,,,Shrub gradient plot 60,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1496,1497,144.0_brigham,449925.2797,4434384.619,,,Shrub gradient plot 144,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1497,1498,145.0_brigham,449925.2797,4434384.619,,,Shrub gradient plot 145,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1498,1499,176.0_brigham,450022.1,4434679.16,,,Shrub gradient plot 176,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1499,1500,177.0_brigham,450022.1,4434679.16,,,Shrub gradient plot 177,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1500,1501,142.0_brigham,450057.85,4434664.3,,,Shrub gradient plot 142,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1501,1502,143.0_brigham,450057.85,4434664.3,,,Shrub gradient plot 143,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1502,1503,41.0_brigham,449893.21,4434469.96,,,Shrub gradient plot 41,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1503,1504,42.0_brigham,449893.21,4434469.96,,,Shrub gradient plot 42,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1504,1505,57.0_brigham,449801.65,4434379.71,,,Shrub gradient plot 57,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1505,1506,58.0_brigham,449801.65,4434379.71,,,Shrub gradient plot 58,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1506,1507,217.0_brigham,449770.14,4434300.63,,,Shrub gradient plot 217,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1507,1508,165.0_brigham,449770.14,4434300.63,,,Shrub gradient plot 165,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1508,1509,8.0_brigham,449783.18,4434245.36,,,Shrub gradient plot 8,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1509,1510,112.0_brigham,449783.18,4434245.36,,,Shrub gradient plot 112,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1510,1511,43.0_brigham,449809.26,4434403.69,,,Shrub gradient plot 43,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1511,1512,44.0_brigham,449809.26,4434403.69,,,Shrub gradient plot 44,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1512,1513,178.0_brigham,449879.8,4434624.77,,,Shrub gradient plot 178,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1513,1514,179.0_brigham,449879.8,4434624.77,,,Shrub gradient plot 179,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1514,1515,172.0_brigham,450006.8,4434591.85,,,Shrub gradient plot 172,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1515,1516,173.0_brigham,450006.8,4434591.85,,,Shrub gradient plot 173,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1516,1517,170.0_brigham,449976.31,4434460.28,,,Shrub gradient plot 170,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1517,1518,171.0_brigham,449976.31,4434460.28,,,Shrub gradient plot 171,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1518,1519,184.0_brigham,449881.75,4434377.19,,,Shrub gradient plot 184,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1519,1520,185.0_brigham,449881.75,4434377.19,,,Shrub gradient plot 185,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1520,1521,174.0_brigham,450005.02,4434601.38,,,Shrub gradient plot 174,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1521,1522,175.0_brigham,450005.02,4434601.38,,,Shrub gradient plot 175,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1522,1523,197.0_brigham,449792.75,4434419.32,,,Shrub gradient plot 197,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1523,1524,192.0_brigham,449792.75,4434419.32,,,Shrub gradient plot 192,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1524,1525,108.0_brigham,450009.7,4434361.16,,,Shrub gradient plot 108,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1525,1526,107.0_brigham,450009.7,4434361.16,,,Shrub gradient plot 107,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1526,1527,167.0_brigham,449903.3,4434462.38,,,Shrub gradient plot 167,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1527,1528,300.0_brigham,449903.3,4434462.38,,,Shrub gradient plot 300,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1528,1529,182.0_brigham,449885.8,4434408.05,,,Shrub gradient plot 182,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1529,1530,183.0_brigham,449885.8,4434408.05,,,Shrub gradient plot 183,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1530,1531,72.0_brigham,449935.3,4433866.72,,,Shrub gradient plot 72,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1531,1532,163.0_brigham,449935.3,4433866.72,,,Shrub gradient plot 163,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1532,1533,146.0_brigham,450127.68,4434158.28,,,Shrub gradient plot 146,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1533,1534,147.0_brigham,450127.68,4434158.28,,,Shrub gradient plot 147,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1534,1535,159.0_brigham,450116.57,4434098.43,,,Shrub gradient plot 159,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1535,1536,160.0_brigham,450116.57,4434098.43,,,Shrub gradient plot 160,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1536,1537,190.0_brigham,450083.32,4434028.93,,,Shrub gradient plot 190,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1537,1538,194.0_brigham,450083.32,4434028.93,,,Shrub gradient plot 194,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1538,1539,49.0_brigham,450032.36,4433931.02,,,Shrub gradient plot 49,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1539,1540,48.0_brigham,450032.36,4433931.02,,,Shrub gradient plot 48,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1540,1541,195.0_brigham,450035.48,4433927.18,,,Shrub gradient plot 195,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
