,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
4326,NIWOT,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,NA,NA,NA
4327,NIWOT,SOLMUL,NA,HERB,FORBSV,FORB,Solidago,multiradiata,Solidago multiradiata,NA,NA,NA
4328,NIWOT,SPOTES,NA,,LICHEN,LCRUS,Sporastatia,testudinea,Sporastatia testudinea,NA,NA,NA
4329,NIWOT,STELAE,NA,HERB,FORBSV,FORB,Stellaria,laeta,Stellaria laeta,NA,NA,NA
4330,NIWOT,STELON,NA,HERB,FORBSV,FORB,Stellaria,longipes,Stellaria longipes,NA,NA,NA
4331,NIWOT,XXXSTELSP,NA,HERB,FORBSV,FORB,Stellaria,,Stellaria ,NA,NA,NA
4332,NIWOT,STEMON,NA,HERB,FORBSV,FORB,Stellaria,monantha,Stellaria monantha,NA,NA,NA
4333,NIWOT,STEUMB,NA,HERB,FORBSV,FORB,Stellaria,umbellata,Stellaria umbellata,NA,NA,NA
4334,NIWOT,SWEPER,NA,HERB,FORBSV,FORB,Swertia,perennis,Swertia perennis,NA,NA,NA
4335,NIWOT,TARCER,NA,HERB,FORBSV,FORB,Taraxacum,ceratophorum,Taraxacum ceratophorum,NA,NA,NA
4336,NIWOT,THASUB,NA,,LICHEN,LFOLI,Thamnolia,subuliformis,Thamnolia subuliformis,NA,NA,NA
4337,NIWOT,THLMON,NA,HERB,FORBSV,FORB,Thlaspi,montanum,Thlaspi montanum,NA,NA,NA
4338,NIWOT,XXXTONISP,NA,,LICHEN,LCRUS,Toninia,,Toninia ,NA,NA,NA
4339,NIWOT,TORNOR,NA,,MOSS,MACRO,Tortula,norvegica,Tortula norvegica,NA,NA,NA
4340,NIWOT,TORRUR,NA,,MOSS,MACRO,Tortula,ruralis,Tortula ruralis,NA,NA,NA
4341,NIWOT,TRIDAS,NA,HERB,FORBSV,FORB,Trifolium,dasyphyllum,Trifolium dasyphyllum,NA,NA,NA
4342,NIWOT,TRINAN,NA,HERB,FORBSV,FORB,Trifolium,nanum,Trifolium nanum,NA,NA,NA
4343,NIWOT,TRIPAR,NA,HERB,FORBSV,FORB,Trifolium,parryi,Trifolium parryi,NA,NA,NA
4344,NIWOT,TRISPI,NA,HERB,GRAMINOID,GRASS,Trisetum,spicatum,Trisetum spicatum,NA,NA,NA
4345,NIWOT,UMBDEC,NA,,LICHEN,LFRUT,Umbilicaria,decussata,Umbilicaria decussata,NA,NA,NA
4346,NIWOT,UMBHYP,NA,,LICHEN,LFRUT,Umbilicaria,hyperborea,Umbilicaria hyperborea,NA,NA,NA
4347,NIWOT,XXXUMBISP,NA,,LICHEN,LFRUT,Umbilicaria,,Umbilicaria ,NA,NA,NA
4348,NIWOT,UMBKRA,NA,,LICHEN,LFRUT,Umbilicaria,krascheninnikovii,Umbilicaria krascheninnikovii,NA,NA,NA
4349,NIWOT,UMBVIR,NA,,LICHEN,LFRUT,Umbilicaria,virginis,Umbilicaria virginis,NA,NA,NA
4350,NIWOT,VACCAE,NA,WOODY,DSHRUB,SDECI,Vaccinium,caespitosum,Vaccinium caespitosum,NA,NA,NA
4351,NIWOT,VACMYR,NA,WOODY,DSHRUB,SDECI,Vaccinium,myrtillus,Vaccinium myrtillus,NA,NA,NA
4352,NIWOT,VACSCO,NA,WOODY,DSHRUB,SDECI,Vaccinium,scoparium,Vaccinium scoparium,NA,NA,NA
4353,NIWOT,VALEDU,NA,HERB,FORBSV,FORB,Valeriana,edulis,Valeriana edulis,NA,NA,NA
4354,NIWOT,VIOADU,NA,HERB,FORBSV,FORB,Viola,adunca,Viola adunca,NA,NA,NA
4355,NIWOT,XANCHL,NA,,LICHEN,LFRUT,Xanthoparmelia,chlorochroa,Xanthoparmelia chlorochroa,NA,NA,NA
4356,NIWOT,XANELE,NA,,LICHEN,LCRUS,Xanthoria,elegans,Xanthoria elegans,NA,NA,NA
4357,NIWOT,XANTAR,NA,,LICHEN,LFRUT,Xanthoparmelia,taractica,Xanthoparmelia taractica,NA,NA,NA
4358,NIWOT,ZIGELE,NA,HERB,FORBSV,FORB,Zigadenus,elegans,Zigadenus elegans,NA,NA,NA
4359,NIWOT,XXXUNKCRULIC,NA,,LICHEN,LCRUS,,, ,NA,NA,NA
4360,NIWOT,XXXUNKCUS,NA,HERB,FORBSV,FORB,,, ,NA,NA,NA
4361,NIWOT,XXXUNKDIC,NA,HERB,FORBSV,FORB,,, ,NA,NA,NA
4362,NIWOT,XXXUNKFOR,NA,HERB,FORBSV,FORB,,, ,NA,NA,NA
4363,NIWOT,XXXUNKFORMAT,NA,HERB,FORBSV,FORB,,, ,NA,NA,NA
4364,NIWOT,XXXUNKFNG,NA,HERB,FORBSV,FUNGI,,, ,NA,NA,NA
4365,NIWOT,XXXUNKGRA,NA,HERB,GRAMINOID,GRASS,,, ,NA,NA,NA
4366,NIWOT,XXXUNKGRAMAT,NA,HERB,GRAMINOID,GRASS,,, ,NA,NA,NA
4367,NIWOT,XXXUNKLIC,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
4368,NIWOT,XXXUNKMAT,NA,HERB,FORBSV,FORB,,, ,NA,NA,NA
4369,NIWOT,XXXUNKMOS,NA,,MOSS,MOSSU,,, ,NA,NA,NA
4370,NIWOT,XXXUNKSOICRU,NA,,UNK,UNK,,, ,NA,NA,NA
4371,NIWOT,XXXUNKGSC,NA,,UNK,UNK,,, ,NA,NA,NA
4372,NIWOT,XXXCORNER,NA,,OTHER,OTHER,,, ,NA,NA,NA
4373,NIWOT,XXXBARE,NA,,SOIL,SOIL,,, ,NA,NA,NA
4374,NIWOT,XXXDECMAT,NA,,LITTER,LITTER,,, ,NA,NA,NA
4375,NIWOT,XXXSCATELK,NA,,DUNG,DUNG,,, ,NA,NA,NA
4376,NIWOT,XXXLTGRSOCRU,NA,,ALGAE,ALGAE,,, ,NA,NA,NA
4377,NIWOT,XXXLITTER,NA,,LITTER,LITTER,,, ,NA,NA,NA
4378,NIWOT,XXXNSL,NA,,OTHER,OTHER,,, ,NA,NA,NA
4379,NIWOT,XXXNTL,NA,,OTHER,OTHER,,, ,NA,NA,NA
4380,NIWOT,XXXROCK,NA,,ROCK,ROCK,,, ,NA,NA,NA
4381,NIWOT,XXXSCAT,NA,,DUNG,DUNG,,, ,NA,NA,NA
4382,NIWOT,XXXSOIL,NA,,SOIL,SOIL,,, ,NA,NA,NA
4383,NIWOT,XXXHOLE,NA,,SOIL,SOIL,,, ,NA,NA,NA
4384,NIWOT,XXXTROUGH,NA,,SOIL,SOIL,,, ,NA,NA,NA
4385,NIWOT,XXXUNKNOWN,NA,,UNK,UNK,,, ,NA,NA,NA
4386,NIWOT,XXXGYALSP,NA,,LICHEN,LCRUS,Gyalecta,,Gyalecta ,NA,NA,NA
4387,NIWOT,RHYRUG,NA,,MOSS,MPLEU,Rhytidium,rugosum,Rhytidium rugosum,NA,NA,NA
4388,NIWOT,LESPAT,NA,,MOSS,MPLEU,Lescuraea,patens,Lescuraea patens,NA,NA,NA
4389,NIWOT,XXXLECTHO,NA,,LICHEN,LCRUS,Lecanora,,Lecanora ,NA,NA,NA
4390,NIWOT,XXXPOHLSP,NA,,MOSS,MACRO,Pohlia,,Pohlia ,NA,NA,NA
4391,NIWOT,NOCMON,NA,HERB,FORBSV,FORB,Noccaea,montana,Noccaea montana,NA,NA,NA
4392,NIWOT,PELMAL,NA,,LICHEN,LFRUT,Peltigera,malacea,Peltigera malacea,NA,NA,NA
4393,NIWOT,POTGRP,NA,HERB,FORBSV,FORB,Potentilla,gracilis,Potentilla gracilis,NA,NA,NA
4394,NIWOT,SALRET,NA,WOODY,DSHRUB,SDECI,Salix,reticulata,Salix reticulata,NA,NA,NA
4395,NIWOT,SOLMIS,NA,HERB,FORBSV,FORB,Solidago,missouriensis,Solidago missouriensis,NA,NA,NA
4396,NIWOT,THUABI,NA,,MOSS,MPLEU,Thuidium,abietinum,Thuidium abietinum,NA,NA,NA
4397,NIWOT,CERARV,NA,,FORBSV,FORB,Cerastium,arvense,Cerastium arvense,NA,NA,NA
4398,NIWOT,LECTHO,NA,,LICHEN,LCRUS,Lecanora,thomsonii,Lecanora thomsonii,NA,NA,NA
4399,NIWOT,XXXSENSPP,NA,,FORBSV,FORB,Senecio,,Senecio ,NA,NA,NA
4400,NIWOT,XXXXXX,NA,,MARKER,MARKER,,, ,NA,NA,NA
4401,NIWOT,XXXBRYOPH,NA,,MOSS,MOSSU,,, ,NA,NA,NA
4402,NIWOT,XXXSOILIC,NA,,LICHEN,LCRUS,,, ,NA,NA,NA
4403,NIWOT,ADOMOS,NA,HERB,FORBSV,FORB,Adoxa,moschatellina,Adoxa moschatellina,NA,NA,NA
4404,NIWOT,AGRHUM,NA,HERB,GRAMINOID,GRASS,Agrostis,humilis,Agrostis humilis,NA,NA,NA
4405,NIWOT,AGRMER,NA,HERB,GRAMINOID,GRASS,Agrostis,mertensii,Agrostis mertensii,NA,NA,NA
4406,NIWOT,ANTMED,NA,HERB,FORBSV,FORB,Antennaria,media,Antennaria media,NA,NA,NA
4407,NIWOT,CARBRE,NA,HERB,GRAMINOID,SEDGE,Carex,brevipes,Carex brevipes,NA,NA,NA
4408,NIWOT,CARNEL,NA,HERB,GRAMINOID,SEDGE,Carex,nelsonii,Carex nelsonii,NA,NA,NA
4409,NIWOT,DRALAN,NA,HERB,FORBSV,FORB,Draba,lanceolata,Draba lanceolata,NA,NA,NA
4410,NIWOT,HIEGRA,NA,HERB,FORBSV,FORB,Hieracium,gracile,Hieracium gracile,NA,NA,NA
4411,NIWOT,LIGFIL,NA,HERB,FORBSV,FORB,Ligusticum,filicinum,Ligusticum filicinum,NA,NA,NA
4412,NIWOT,POAPAT,NA,HERB,GRAMINOID,GRASS,Poa,pattersonii,Poa pattersonii,NA,NA,NA
4413,NIWOT,SENCAN,NA,HERB,FORBSV,FORB,Senecio,canus,Senecio canus,NA,NA,NA
4414,NIWOT,TONPYG,NA,HERB,FORBSV,FORB,Tonestus,pygmaeus,Tonestus pygmaeus,NA,NA,NA
4415,NIWOT,XXXDEASOI,NA,,UNK,UNK,,, ,NA,NA,NA
4416,NIWOT,XXXELKWAS,NA,,DUNG,DUNG,,, ,NA,NA,NA
4417,NIWOT,XXXGOPMOU,NA,,SOIL,SOIL,,, ,NA,NA,NA
4418,NIWOT,XXXROCLIC,NA,,LICHEN,LCRUS,,, ,NA,NA,NA
4419,NIWOT,XXXSURWAT,NA,,WATER,WATER,,, ,NA,NA,NA
4420,NIWOT,TROLAX,NA,HERB,FORBSV,FORB,Trollius,laxus,Trollius laxus,NA,NA,NA
4421,THUFUVER,ARAPET,NA,HERB,FORBSV,FORB,Arabis,petraea,Arabis petraea,NA,NA,NA
4422,THUFUVER,ARENOR,NA,HERB,FORBSV,FORB,Arenaria,norvegica,Arenaria norvegica,NA,NA,NA
4423,THUFUVER,ARMMAR,NA,HERB,FORBSV,FORB,Armeria,maritima,Armeria maritima,NA,NA,NA
4424,THUFUVER,BARALP,NA,HERB,FORBSV,FORB,Bartsia,alpina,Bartsia alpina,NA,NA,NA
4425,THUFUVER,CERALP,NA,HERB,FORBSV,FORB,Cerastium,alpinum,Cerastium alpinum,NA,NA,NA
4426,THUFUVER,EUPFRI,NA,HERB,FORBSV,FORB,Euphrasia,frigida,Euphrasia frigida,NA,NA,NA
4427,THUFUVER,KOEISL,NA,HERB,FORBSV,FORB,Koenigia,islandica,Koenigia islandica,NA,NA,NA
4428,THUFUVER,LYNALP,NA,HERB,FORBSV,FORB,Lychnis,alpina,Lychnis alpina,NA,NA,NA
4429,THUFUVER,MINBIF,NA,HERB,FORBSV,FORB,Minuartia,biflora,Minuartia biflora,NA,NA,NA
4430,THUFUVER,MINRUB,NA,HERB,FORBSV,FORB,Minuartia,rubella,Minuartia rubella,NA,NA,NA
4431,THUFUVER,MINSTR,NA,HERB,FORBSV,FORB,Minuartia,stricta,Minuartia stricta,NA,NA,NA
4432,THUFUVER,PEDFLA,NA,HERB,FORBSV,FORB,Pedicularis,flammea,Pedicularis flammea,NA,NA,NA
4433,THUFUVER,PINVUL,NA,HERB,FORBSV,FORB,Pinguicula,vulgaris,Pinguicula vulgaris,NA,NA,NA
4434,THUFUVER,POLVIV,NA,HERB,FORBSV,FORB,Bistorta,vivipara,Bistorta vivipara,NA,NA,NA
4435,THUFUVER,SAGINT,NA,HERB,FORBSV,FORB,Sagina,intermedia,Sagina intermedia,NA,NA,NA
4436,THUFUVER,SAXHIR,NA,HERB,FORBSV,FORB,Saxifraga,hirculus,Saxifraga hirculus,NA,NA,NA
4437,THUFUVER,SAXNIV,NA,HERB,FORBSV,FORB,Saxifraga,nivalis,Saxifraga nivalis,NA,NA,NA
4438,THUFUVER,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,NA,NA,NA
4439,THUFUVER,THAALP,NA,HERB,FORBSV,FORB,Thalictrum,alpinum,Thalictrum alpinum,NA,NA,NA
4440,THUFUVER,THYPRA,NA,HERB,FORBSV,FORB,Thymus,praecox,Thymus praecox,NA,NA,NA
4441,THUFUVER,TOFPUS,NA,HERB,FORBSV,FORB,Tofieldia,pusilla,Tofieldia pusilla,NA,NA,NA
4442,THUFUVER,XXXMINSPP,NA,HERB,FORBSV,FORB,Minuartia,NA,Minuartia NA,NA,NA,NA
4443,THUFUVER,XXXSAGSPP,NA,HERB,FORBSV,FORB,Sagina,NA,Sagina NA,NA,NA,NA
4444,THUFUVER,XXXUNKFUN,NA,NA,FUNGI,FUNGI,,, ,NA,NA,NA
4445,THUFUVER,AGRSTO,NA,HERB,GRAMINOID,GRASS,Agrostis,stolonifera,Agrostis stolonifera,NA,NA,NA
4446,THUFUVER,CALSTR,NA,HERB,GRAMINOID,GRASS,Calamagrostis,stricta,Calamagrostis stricta,NA,NA,NA
4447,THUFUVER,DESALP,NA,HERB,GRAMINOID,GRASS,Deschampsia,alpina,Deschampsia alpina,NA,NA,NA
4448,THUFUVER,FESRIC,NA,HERB,GRAMINOID,GRASS,Festuca,richardsonii,Festuca richardsonii,NA,NA,NA
4449,THUFUVER,FESVIV,NA,HERB,GRAMINOID,GRASS,Festuca,vivipara,Festuca vivipara,NA,NA,NA
4450,THUFUVER,XXXFESRICVIV,NA,HERB,GRAMINOID,GRASS,Festuca,,Festuca ,NA,NA,NA
4451,THUFUVER,POAPRA,NA,HERB,GRAMINOID,GRASS,Poa,pratensis,Poa pratensis,NA,NA,NA
4452,THUFUVER,CETDEL,NA,NA,LICHEN,LFOLI,Cetraria,delisei,Cetraria delisei,NA,NA,NA
4453,THUFUVER,CETISL,NA,NA,LICHEN,LFOLI,Cetraria,islandica,Cetraria islandica,NA,NA,NA
4454,THUFUVER,XXXCETSPP,NA,NA,LICHEN,LFOLI,,NA, NA,NA,NA,NA
4455,THUFUVER,XXXPELSPP,NA,NA,LICHEN,LFOLI,Peltigera,,Peltigera ,NA,NA,NA
4456,THUFUVER,THAVER,NA,NA,LICHEN,LFRUT,Thamnolia,vermicularis,Thamnolia vermicularis,NA,NA,NA
4457,THUFUVER,XXXCLASPP,NA,NA,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,NA,NA
4458,THUFUVER,XXXSTESPP,NA,NA,LICHEN,LFRUT,Stereocaulon,,Stereocaulon ,NA,NA,NA
4459,THUFUVER,XXXLICSPP,NA,NA,LICHEN,LICHENU,,NA, NA,NA,NA,NA
4460,THUFUVER,XXXUNKLIC,NA,NA,LICHEN,LICHENU,,, ,NA,NA,NA
4461,THUFUVER,XXXLITTER,NA,NA,LITTER,LITTER,,, ,NA,NA,NA
4462,THUFUVER,ANTJUL,NA,NA,LIVER,LIVERLE,Anthelia,julacea,Anthelia julacea,NA,NA,NA
4463,THUFUVER,XXXMOSSSPP,NA,NA,MOSS,MOSSU,,, ,NA,NA,NA
4464,THUFUVER,JUNBIG,NA,NA,GRAMINOID,RUSH,Juncus,biglumis,Juncus biglumis,NA,NA,NA
4465,THUFUVER,LUZARC,NA,NA,GRAMINOID,RUSH,Luzula,arcuata,Luzula arcuata,NA,NA,NA
4466,THUFUVER,LUZSPI,NA,NA,GRAMINOID,RUSH,Luzula,spicata,Luzula spicata,NA,NA,NA
4467,THUFUVER,XXXJUNSPP,NA,NA,GRAMINOID,RUSH,Juncus,NA,Juncus NA,NA,NA,NA
4468,THUFUVER,SALARC,NA,WOODY,DSHRUB,SDECI,Salix,arctica,Salix arctica,NA,NA,NA
4469,THUFUVER,SALHER,NA,WOODY,DSHRUB,SDECI,Salix,herbacea,Salix herbacea,NA,NA,NA
4470,THUFUVER,SALLAN,NA,WOODY,DSHRUB,SDECI,Salix,lanata,Salix lanata,NA,NA,NA
4471,THUFUVER,SALPHY,NA,WOODY,DSHRUB,SDECI,Salix,phylicifolia,Salix phylicifolia,NA,NA,NA
4472,THUFUVER,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,NA,NA
4473,THUFUVER,CARBIG,NA,HERB,GRAMINOID,SEDGE,Carex,bigelowii,Carex bigelowii,NA,NA,NA
4474,THUFUVER,CARLAC,NA,HERB,GRAMINOID,SEDGE,Carex,lachenalii,Carex lachenalii,NA,NA,NA
4475,THUFUVER,CARRAR,NA,HERB,GRAMINOID,SEDGE,Carex,rariflora,Carex rariflora,NA,NA,NA
4476,THUFUVER,ERIANG,NA,HERB,GRAMINOID,SEDGE,Eriophorum,angustifolium,Eriophorum angustifolium,NA,NA,NA
4477,THUFUVER,ERISCH,NA,HERB,GRAMINOID,SEDGE,Eriophorum,scheuchzeri,Eriophorum scheuchzeri,NA,NA,NA
4478,THUFUVER,KOBMYU,NA,HERB,GRAMINOID,SEDGE,Kobresia,myosuroides,Kobresia myosuroides,NA,NA,NA
4479,THUFUVER,CASHYP,NA,WOODY,ESHRUB,SEVER,Cassiope,hypnoides,Cassiope hypnoides,NA,NA,NA
4480,THUFUVER,EMPNIG,NA,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,NA,NA,NA
4481,THUFUVER,EQUARV,NA,WOODY,FORBSV,SLVASC,Equisetum,arvense,Equisetum arvense,NA,NA,NA
4482,THUFUVER,EQUVAR,NA,WOODY,FORBSV,SLVASC,Equisetum,variegatum,Equisetum variegatum,NA,NA,NA
4483,THUFUVER,XXXGROUNDBARE,NA,NA,SOIL,SOIL,,, ,NA,NA,NA
4484,THUFUVER,XXXUNKPLA,NA,HERB,UNK,UNK,,, ,NA,NA,NA
4485,THUFUVER,XXXUNKSEE,NA,NA,UNK,UNK,,NA, NA,NA,NA,NA
4486,KILPISJARVI,BETNAN,NA,WOODY,DSHRUB,SDECI,Betula,nana,Betula nana,NA,NA,NA
4487,KILPISJARVI,CARBIG,NA,HERB,GRAMINOID,SEDGE,Carex,bigelowii,Carex bigelowii,NA,NA,NA
4488,KILPISJARVI,CETERI,NA,,LICHEN,LFRUT,Cetraria,ericetorum,Cetraria ericetorum,NA,NA,NA
4489,KILPISJARVI,DESFLE,NA,HERB,GRAMINOID,GRASS,Deschampsia,flexuosa,Deschampsia flexuosa,NA,NA,NA
4490,KILPISJARVI,DICFUS,NA,,MOSS,MACRO,Dicranum,fuscescens,Dicranum fuscescens,NA,NA,NA
4491,KILPISJARVI,DIPALP,NA,HERB,FORBSV,SLVASC,Diphasiastrum,alpinum,Diphasiastrum alpinum,NA,NA,NA
4492,KILPISJARVI,EMPNIG,NA,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,NA,NA,NA
4493,KILPISJARVI,HIEALP,NA,HERB,FORBSV,FORB,Hieracium,alpinum,Hieracium alpinum,NA,NA,NA
4494,KILPISJARVI,JUNTRI,NA,HERB,GRAMINOID,RUSH,Juncus,trifidus,Juncus trifidus,NA,NA,NA
4495,KILPISJARVI,LINBOR,NA,WOODY,ESHRUB,SEVER,Linnaea,borealis,Linnaea borealis,NA,NA,NA
4496,KILPISJARVI,XXXLITTER,NA,,LITTER,LITTER,,, ,NA,NA,NA
4497,KILPISJARVI,NEPARC,NA,,LICHEN,LFOLI,Nephroma,arcticum,Nephroma arcticum,NA,NA,NA
4498,KILPISJARVI,PEDLAP,NA,HERB,FORBSV,FORB,Pedicularis,lapponica,Pedicularis lapponica,NA,NA,NA
4499,KILPISJARVI,PHYCAE,NA,WOODY,ESHRUB,SEVER,Phyllodoce,caerulea,Phyllodoce caerulea,NA,NA,NA
4500,KILPISJARVI,POLCOM,NA,,MOSS,MACRO,Polytrichum,commune,Polytrichum commune,NA,NA,NA
4501,KILPISJARVI,SALHER,NA,WOODY,DSHRUB,SDECI,Salix,herbacea,Salix herbacea,NA,NA,NA
4502,KILPISJARVI,SOLVIR,NA,HERB,FORBSV,FORB,Solidago,virgaurea,Solidago virgaurea,NA,NA,NA
4503,KILPISJARVI,VACMYR,NA,WOODY,DSHRUB,SDECI,Vaccinium,myrtillus,Vaccinium myrtillus,NA,NA,NA
4504,KILPISJARVI,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,NA,NA
4505,KILPISJARVI,VACVIT,NA,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,NA,NA,NA
4506,KILPISJARVI,XXXCLADSPP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,NA,NA
4507,KILPISJARVI,XXXCLASPP,NA,,LICHEN,LFRUT,Cladina,,Cladina ,NA,NA,NA
4508,KILPISJARVI,XXXHEPSPP,NA,,LIVER,LIVERLE,,, ,NA,NA,NA
4509,KILPISJARVI,XXXLUZSPP,NA,,GRAMINOID,RUSH,Luzula,,Luzula ,NA,NA,NA
4510,KILPISJARVI,XXXROCK,NA,,ROCK,ROCK,,, ,NA,NA,NA
4511,KILPISJARVI,XXXSOIL,NA,,SOIL,SOIL,,, ,NA,NA,NA
4512,KILPISJARVI,XXXSTESPP,NA,,LICHEN,LFRUT,Stereocaulon,,Stereocaulon ,NA,NA,NA
4513,OZTEX,ACEVUL,GUER,HERB,FORBSV,FORB,Rumex,vulgaris,Rumex vulgaris,HE,NA,alpine
4514,OZTEX,XXXAGROSTIS,GUER,HERB,GRAMINOID,GRASS,Agrostis,,Agrostis ,HE,NA,alpine
4515,OZTEX,AJUAUS,GUER,HERB,FORBSV,FORB,Ajuga,australis,Ajuga australis,CR,NA,alpine
4516,OZTEX,ASPGUN,GUER,HERB,FORBSV,FORB,Asperula,gunnii,Asperula gunnii,HE,NA,alpine
4517,OZTEX,ASTTRY,PHAL,WOODY,ESHRUB,SEVER,Asterolasia,trymalioides,Asterolasia trymalioides,PH,NA,alpine
4518,OZTEX,AUSNIV,GUER,HERB,GRAMINOID,GRASS,Austrodanthonia,nivicola,Austrodanthonia nivicola,HE,NA,alpine
4519,OZTEX,AUSVEL,GUER,HERB,GRAMINOID,GRASS,Australopyrum,velutinum,Australopyrum velutinum,HE,NA,alpine
4520,OZTEX,XXXBG,,,SOIL,SOIL,,, ,,NA,alpine
4521,OZTEX,BOSFOL,GUER,WOODY,ESHRUB,SEVER,Bossiaea,foliosa,Bossiaea foliosa,PH,NA,alpine
4522,OZTEX,BRADEC,GUER,HERB,FORBSV,FORB,Brachyscome,decipiens,Brachyscome decipiens,HE,NA,alpine
4523,OZTEX,BRASUB,GUER,HERB,FORBSV,FORB,Xerochrysum,subundulata,Xerochrysum subundulata,HE,NA,alpine
4524,OZTEX,XXXCAREX,GUER,HERB,GRAMINOID,SEDGE,Carex,,Carex ,HE,NA,alpine
4525,OZTEX,CELPUG,PHAL,HERB,FORBSV,FORB,Celmisia,pugioniformis,Celmisia pugioniformis,HE,NA,alpine
4526,OZTEX,COLAFF,GUER,HERB,FORBSV,FORB,Colobanthus,affinis,Colobanthus affinis,HE,NA,alpine
4527,OZTEX,CRACOO,GUER,HERB,FORBSV,FORB,Craspedia,coolaminica,Craspedia coolaminica,HE,NA,alpine
4528,OZTEX,XXXDEYEUXIA,GUER,HERB,GRAMINOID,GRASS,Deyeuxia,,Deyeuxia ,HE,NA,alpine
4529,OZTEX,EMPMIN,PHAL,HERB,GRAMINOID,RUSH,Empodisma,minus,Empodisma minus,CR,NA,alpine
4530,OZTEX,EPAGUN,GUER,WOODY,ESHRUB,SEVER,Epacris,gunnii,Epacris gunnii,PH,NA,alpine
4531,OZTEX,XXXERIGERON,GUER,HERB,FORBSV,FORB,Erigeron,,Erigeron ,HE,NA,alpine
4532,OZTEX,EUCFOR,GUER,HERB,FORBSV,FORB,Euchiton,fordianus,Euchiton fordianus,HE,NA,alpine
4533,OZTEX,EUCNIT,GUER,HERB,FORBSV,FORB,Euchiton,nitidulus,Euchiton nitidulus,HE,NA,alpine
4534,OZTEX,XXXFIXED,,,OTHER,OTHER,,, ,,NA,alpine
4535,OZTEX,XXXGERANIUM,GUER,HERB,FORBSV,FORB,Geranium,,Geranium ,HE,NA,alpine
4536,OZTEX,GOOHED,PHAL,HERB,FORBSV,FORB,Goodenia,hederaceae,Goodenia hederaceae,HE,NA,alpine
4537,OZTEX,GREAUS,GUER,WOODY,ESHRUB,SEVER,Grevillea,australis,Grevillea australis,PH,NA,alpine
4538,OZTEX,XXXHELICHRYSUM,GUER,HERB,FORBSV,FORB,Helichrysum,,Helichrysum ,HE,NA,alpine
4539,OZTEX,HOVMON,GUER,WOODY,ESHRUB,SEVER,Hovea,monta,Hovea monta,PH,NA,alpine
4540,OZTEX,HYMDEN,GUER,WOODY,ESHRUB,SEVER,Melicitus,dentata,Melicitus dentata,PH,NA,alpine
4541,OZTEX,KUNERI,PHAL,WOODY,ESHRUB,SEVER,Kunzea,ericifolia,Kunzea ericifolia,CH,NA,alpine
4542,OZTEX,LEPFIL,GUER,HERB,FORBSV,FORB,"Leptinella, Cotula",filicula,"Leptinella, Cotula filicula",HE,NA,alpine
4543,OZTEX,LEPSQU,PHAL,HERB,FORBSV,FORB,Leptorhynchos,squamatus,Leptorhynchos squamatus,HE,NA,alpine
4544,OZTEX,XXXLEUCOPOGON,GUER,WOODY,ESHRUB,SEVER,Leucopogon,,Leucopogon ,PH,NA,alpine
4545,OZTEX,XXXLICHEN,GUER,HERB,LICHEN,LFRUT,,, ,HE,NA,alpine
4546,OZTEX,XXXLITTER,,,LITTER,LITTER,,, ,,NA,alpine
4547,OZTEX,XXXLUZULA,GUER,HERB,GRAMINOID,RUSH,Luzula,,Luzula ,HE,NA,alpine
4548,OZTEX,XXXLYCOPODIUM,GUER,HERB,FORBSV,SLVASC,Lycopodium,,Lycopodium ,CR,NA,alpine
4549,OZTEX,MICLAN,GUER,HERB,FORBSV,FORB,Microseris,lanceolata,Microseris lanceolata,HE,NA,alpine
4550,OZTEX,XXXMOSS,GUER,HERB,MOSS,MOSSU,,, ,HE,NA,alpine
4551,OZTEX,XXXNODATA,,,OTHER,OTHER,,, ,,NA,alpine
4552,OZTEX,XXXOBRACHYSCOME,GUER,HERB,FORBSV,FORB,Brachyscome,,Brachyscome ,HE,NA,alpine
4553,OZTEX,XXXOCRASPEDIA,GUER,HERB,FORBSV,FORB,Craspedia,,Craspedia ,HE,NA,alpine
4554,OZTEX,XXXOEPACRIS,GUER,WOODY,ESHRUB,SEVER,Epacris,,Epacris ,PH,NA,alpine
4555,OZTEX,XXXOEXOTICF,GUER,HERB,FORBSV,FORB,Cerastium,,Cerastium ,HE,NA,alpine
4556,OZTEX,XXXOFORB,GUER,HERB,FORBSV,FORB,Acaena,,Acaena ,HE,NA,alpine
4557,OZTEX,OLEALG,GUER,WOODY,ESHRUB,SEVER,Olearia,algida,Olearia algida,PH,NA,alpine
